1,省分,关键字,关键字级别,分组,关键字种类
1326,陕西,软中 AND 硬中 AND 口感快递,监控,,违法类信息
1327,陕西,斗地主 AND 一起 AND 拿奖,监控,,广告类信息
1328,陕西,犯校规 AND 处分 AND 【政挍处】,监控,,违法类信息
1329,陕西,(领本 OR 凭) AND (体 OR 票号) AND (金码 OR 人),监控,,违法类信息
1330,陕西,(办 OR 证 )AND 刻 AND 章 AND QQ,监控,,违法类信息
1331,陕西,49933 AND CC AND 获,监控,,违法类信息
1332,陕西,做一张 AND 号 AND 清清楚楚,监控,,诈骗类信息
1333,陕西,44178 AND cc,监控,,广告类信息
1334,陕西,营造 AND 火速 AND 交易 AND 首选,监控,,违法类信息
1335,陕西,办理 AND 信用佧 AND 5-1OO,监控,,违法类信息
1336,陕西,778466 AND 天天返利 AND 代理,监控,,广告类信息
1337,陕西,(微会 OR 免费) AND 电话 AND 免费 AND http:,监控,,广告类信息
1338,陕西,办 AND W的 AND (佧 OR 卡),监控,,违法类信息
1339,陕西,亲朋好友 AND 看看 AND 认识,监控,,手机病毒类信息
1340,陕西,０３９９ AND 先賭为快,监控,,广告类信息
1341,陕西,以前 AND 样子 AND 保存 AND 看看,监控,,手机病毒类信息
1342,陕西,帝豪余乐诚 AND 享不尽 AND COM,监控,,广告类信息
1343,陕西,每月 AND 100美元 AND 机会,监控,,广告类信息
1344,陕西,曾经 AND 面前 AND 赚,监控,,违法类信息
1345,陕西,李 AND 洋 AND 做 AND 牌,监控,,广告类信息
1346,陕西,10010 AND m8,监控,,广告类信息
1347,陕西,宵 AND 一 AND 玛,监控,,违法类信息
1348,陕西,欢迎 AND 眞人 AND 等,监控,,违法类信息
1349,陕西,会計 AND 伽吩 AND 2851043651,监控,,违法类信息
1350,陕西,获取 AND 通话 AND 消息 AND 微信,监控,,违法类信息
1351,陕西,您得到 AND (淘宝 OR 淘寳) AND (数为 OR 数字),监控,,违法类信息
1352,陕西,22809.CC AND 送68,监控,,广告类信息
1353,陕西,85670.cc AND 68,监控,,广告类信息
1354,陕西,22809.CC AND ６８,监控,,广告类信息
1355,陕西,加 AND 信 AND (V OR 薇 OR 微),监控,,涉黄类信息
1356,陕西,银 AND 河 AND 娱 AND 城,监控,,违法类信息
1357,陕西,您得到 AND (淘宝 OR 将得) AND (詳登 OR 领取),监控,,违法类信息
1358,陕西,农 AND (唐静 OR 王敏宣),监控,,诈骗类信息
1359,陕西,现有 AND 霸道 AND 陆虎 AND (CC OR A6 OR Q5),监控,,违法类信息
1360,陕西,现有 AND 霸道 AND 陆虎 AND 斯巴鲁,监控,,违法类信息
1361,陕西,(L OR 香 OR 奈 OR 爱) AND (V OR 奈 OR 马) AND 名,监控,,广告类信息
1362,陕西,晚 AND 吃 AND (am55168 OR 微),监控,,诈骗类信息
1363,陕西,环境好 AND 帝式服务 AND 小财,监控,,违法类信息
1364,陕西,我们 AND aoau1.cc/cv,监控,,违法类信息
1365,陕西,淘-宝 AND 送 AND 详,监控,,诈骗类信息
1366,陕西,普 AND 抵通 AND 扣,监控,,违法类信息
1367,陕西,淘宝 AND ttxdpp.com,监控,,诈骗类信息
1368,陕西,支付宝转 AND ayt414@163.com,监控,,诈骗类信息
1369,陕西,薪埔亰 AND k26666.coм,监控,,违法类信息
1370,陕西,淘宝 AND (码 OR 数),监控,,违法类信息
1371,陕西,中国好声音 AND (码 OR 数),监控,,诈骗类信息
1372,陕西,7662888.com AND 156888.com,监控,,违法类信息
1373,陕西,来至新年 AND R4bP0i9,监控,,违法类信息
1374,陕西,蛮漂亮的 AND dwz.cn,监控,,违法类信息
1375,陕西,(新 OR 信) AND 微 AND (18303650333 OR 18538178767 OR 18681962857),监控,,违法类信息
1376,陕西,驾校 AND 代考 AND 咨询,监控,,违法类信息
1377,陕西,快乐 AND 5160,监控,,违法类信息
1378,陕西,名@表 AND 皮@带 AND 衣@服,监控,,违法类信息
1379,陕西,(一线 OR 厂家) AND 名 AND 柜,监控,,违法类信息
1380,陕西,(假正 OR 假证) AND (weixin OR 微信 OR wei信),监控,,违法类信息
1381,陕西,(weixin OR 微信 OR wei信) AND csp8890,监控,,违法类信息
1382,陕西,(手游 OR 足) AND 球 AND (366889.сс OR 366889.cc),监控,,违法类信息
1383,陕西,足@球 AND 【来：366889.сс】,监控,,违法类信息
1384,陕西,白金信用卡 AND 下卡快 AND 李经理,监控,,违法类信息
1385,陕西,拍摄处罚 AND guo.kr,监控,,违法类信息
1386,陕西,请 AND 我 AND pp18787,监控,,违法类信息
1387,陕西,威 AND 斯 AND 汀 AND 353.com,监控,,违法类信息
1388,陕西,处理 AND tfacto.tk,监控,,诈骗类信息
1389,陕西,奔跑 AND 兄弟 AND vdfss.cc,监控,,诈骗类信息
1390,陕西,(传开 OR 違章) AND (dwz.cn),监控,,诈骗类信息
1391,陕西,(580038.com OR m.v55.cm) AND 玩,监控,,违法类信息
1392,陕西,狮 AND (返 OR 仮 ) AND 子,监控,,违法类信息
1394,陕西,宵 AND 涟 AND 跏,监控,,违法类信息
1395,陕西,(孩子 OR 资料) AND dwz.cn,监控,,手机病毒类信息
1396,陕西,香 AND 奈 AND (质量 OR 品牌),监控,,违法类信息
1397,陕西,进 AND (67320.CC OR 67320.Cc),监控,,违法类信息
1398,陕西,dwz.cn AND (2vYIsB OR 2wmCge),监控,,手机病毒类信息
1399,陕西,摇号 AND 获,监控,,诈骗类信息
1400,陕西,网上 AND guo.kr,监控,,手机病毒类信息
1401,陕西,(网投 OR 获 OR 得) AND (3167⒋СС OR 3167⒋cc),监控,,违法类信息
1402,陕西,信 AND 伽 AND 我,监控,,违法类信息
1403,陕西,188 AND 票 AND 938568,监控,,违法类信息
1404,陕西,菇凉 AND 加,监控,,涉黄类信息
1405,陕西,视屏 AND 6du.in,监控,,违法类信息
1406,陕西,亚洲 AND 网上平台 AND 活動中 AND 回氺,监控,,违法类信息
1407,陕西,dwz.cn AND 2xxJtW,监控,,违法类信息
1408,陕西,拍摄 AND dwz.hk,监控,,手机病毒类信息
1409,陕西,(永 OR 宫) AND 得 AND 30ylhg.cc,监控,,违法类信息
1410,陕西,不堪入目 AND guo.kr,监控,,手机病毒类信息
1411,陕西,(龌龊 OR 出轨 OR 事) AND (dwz.hk OR guo.kr OR qqurl.com),监控,,手机病毒类信息
1412,陕西,(958002.com OR com228903.com) AND (送 OR 得),监控,,违法类信息
1413,陕西,(187066.cом OR 50686.ＣＯＭ OR 50686.cом OR 50686.ｃｏｍ) AND (斿戏 OR 游戏),监控,,违法类信息
1414,陕西,美高 AND 959.tw,监控,,违法类信息
1415,陕西,交管 AND qqurl.com,监控,,诈骗类信息
1416,陕西,包 AND 表 AND 信,监控,,违法类信息
1417,陕西,(世界名牌 OR 微信 OR 薇信) AND 名包 AND 名表,监控,,广告类信息
1418,陕西,厂价直销 AND 奢侈品,监控,,违法类信息
1419,陕西,证据 AND 清楚 AND guo.kr,监控,,违法类信息
1420,陕西,这是 AND 相聚 AND 拍,监控,,违法类信息
1421,陕西,菁菁邀请 AND 加微号 AND 看相冊,监控,,违法类信息
1422,陕西,谁 AND 你 AND 脸,监控,,手机病毒类信息
1423,陕西,人太多 AND 恭候 AND 103.42.31.131,监控,,违法类信息
1425,陕西,★置信往★ AND 三百鎹三百,监控,,违法类信息
1426,陕西,您好 AND 手续 AND 学 AND 执,监控,,违法类信息
1427,陕西,(rtvtu.com OR jtyuderj.pw) AND 下载,监控,,手机病毒类信息
1428,陕西,到 AND 2580066.C0M AND 查,监控,,违法类信息
1429,陕西,【卡门】 AND 可获100,监控,,违法类信息
1430,陕西,2016 AND 欧冠 AND hg511111,监控,,违法类信息
1431,陕西,048# AND 【买什嘛】 AND 660738,监控,,违法类信息
1432,陕西,高梅会员 AND 390566 AND 堵场,监控,,违法类信息
1433,陕西,想 AND 自己 AND 吗 AND 帮你,监控,,诈骗类信息
1434,陕西,【xpj44345.com】 AND 1000派1000,监控,,违法类信息
1435,陕西,包包 AND 手表 AND 3109313376,监控,,诈骗类信息
1436,陕西,已，更，新 AND 603558,监控,,违法类信息
1437,陕西,今晚 AND (虎龙马猴 OR 牛蛇鸡猪 OR 牛兔猪) AND 每粒攻,监控,,违法类信息
1438,陕西,手 AND 汪 AND (资 OR 职),监控,,违法类信息
1439,陕西,做 AND 印 AND 职,监控,,违法类信息
1440,陕西,牌号 AND 机动车 AND 查询违章,监控,,违法类信息
1441,陕西,提 AND 已 AND 筘,监控,,违法类信息
1442,陕西,您好 AND 简历 AND 一小時150元,监控,,违法类信息
1443,陕西,印 AND 资 AND 鑫,监控,,违法类信息
1444,陕西,【x5858.cc】 AND 尊享 AND 五备,监控,,违法类信息
1445,陕西,性生活 AND 出轨 AND 短片,监控,,违法类信息
1446,陕西,提交 AND 在家 AND 结算,监控,,违法类信息
1447,陕西,薪酬 AND 当天结算 AND 上网即可,监控,,违法类信息
1448,陕西,体采 AND 排列五 AND www.50686,监控,,违法类信息
1449,陕西,皇冠 AND hg10770,监控,,违法类信息
1450,陕西,網站 AND 赔率 AND 提款,监控,,违法类信息
1451,陕西,提交 AND 薪酬 AND 不限,监控,,广告类信息
1452,陕西,擒获涨停 AND 推出 AND 牛股,监控,,违法类信息
1453,陕西,官网 AND bb5656.com,监控,,违法类信息
1454,陕西,域名 AND М2959.C0M,监控,,广告类信息
1455,陕西,亚洲 AND (50686.сом OR hg10770.сом),监控,,违法类信息
1456,陕西,99808.cc AND (冲 OR 送 OR 充 OR 反),监控,,广告类信息
1457,陕西,仮 AND 075017.C0M,监控,,违法类信息
1458,陕西,js1959 AND 1o0o AND 六合,监控,,违法类信息
1459,陕西,印象 AND 认识 AND 过,监控,,涉黄类信息
1460,陕西,变故 AND 报答 AND 我,监控,,违法类信息
1461,陕西,整理 AND 往事 AND 照,监控,,广告类信息
1462,陕西,580038.com AND m.v55.cm,监控,,违法类信息
1463,陕西,长度 AND 硬度 AND 加,监控,,广告类信息
1464,陕西,葵力果 AND 加薇信 AND 198元试用,监控,,违法类信息
1465,陕西,泰姬 AND 637789.wang,监控,,广告类信息
1466,陕西,触宝 AND 免费 AND 用,监控,,广告类信息
1467,陕西,(亚 OR 票) AND (娛 OR 级),监控,,违法类信息
1468,陕西,【扣-扣裙】 AND 免銭,监控,,违法类信息
1469,陕西,已 AND 准 AND (Q OR 扣) AND 裙,监控,,违法类信息
1470,陕西,社 AND 保 AND 注 AND 详,监控,,诈骗类信息
1471,陕西,这是 AND 整理 AND 纪念,监控,,违法类信息
1472,陕西,农OR王慧,监控,,违法类信息
1473,陕西,新 AND 威 AND 信,监控,,违法类信息
1474,陕西,【江苏交警】 AND 【拟记3分】 AND 忽略,监控,,违法类信息
